word,tf,df,tfidf
metric,2967,813,6983.646956192016
reactivity,2799,707,6979.234494385628
glutamate,2396,465,6978.272213454353
malignant,2974,820,6974.626584875114
biochem,4449,1786,6970.564975289184
episode,2812,719,6964.321754543987
attachment,2703,652,6958.766403062259
engage,3887,1433,6945.989365436874
surveillance,3155,947,6944.8044480168855
city,3771,1361,6933.096395317806
trigger,4196,1640,6932.016148640805
spleen,2347,447,6928.218073603129
cannabis,1521,90,6927.691505803528
bipolar,2211,373,6926.900537431843
viability,2938,810,6926.248895304114
medicare,2153,343,6925.715483971803
isolation,3997,1513,6925.422940838907
catalytic,2685,651,6916.547375692469
sentence,1803,185,6912.9708549575325
validity,3632,1277,6908.921458488192
dorsal,2541,565,6905.622870759171
evolution,3718,1336,6904.584721943202
monocyte,2464,521,6896.132070309791
younger,3585,1251,6893.2610513748505
frame,3419,1140,6891.751463281907
instrument,3655,1299,6890.241246296949
arrest,2748,699,6883.339336610304
congenital,2319,441,6876.901890668234
cultural,2453,519,6874.780393439563
emission,2986,857,6870.986127155342
separation,3293,1063,6868.06047291662
circadian,1774,179,6860.26934474013
spectrometry,2808,745,6854.666987484095
strand,2591,608,6851.459181448841
attitude,2511,560,6846.412641445728
denote,3460,1183,6846.288424481251
rare,3882,1468,6843.378774687632
circuit,2724,694,6842.777837278246
translocation,2737,703,6840.1682090384265
feel,3135,966,6838.504367954359
transgenic,2902,811,6837.799444050267
monitoring,3795,1414,6832.241321584032
seed,3011,885,6831.709976479888
implement,4414,1821,6830.064081087633
prognostic,3046,910,6826.269798403207
scenario,3002,881,6824.888838074589
nucleic,3332,1104,6823.301965651939
smoke,2278,429,6818.163392954307
transfection,2558,598,6806.618488983669
rest,4023,1576,6806.351452410927
t_test,3758,1400,6803.022562453661
european,4122,1649,6787.205306812555
move,4518,1907,6782.504436706078
incubation,3537,1260,6775.611395451343
mapping,3549,1269,6773.339157625314
microtubule,1859,225,6763.794036539147
protect,4230,1730,6762.197509877953
multivariate,3123,982,6761.025272934588
sense,3902,1516,6753.09140818981
protective,3631,1336,6743.019667933235
definition,4414,1859,6738.902145202841
difficulty,4148,1686,6737.973046099742
infusion,2460,554,6733.857024030097
store,4234,1745,6732.0392778789865
copy,2939,867,6728.740467130651
chip,2341,484,6724.335298895032
marijuana,1654,147,6721.975672919432
spectroscopy,2628,663,6721.7143092102015
gold,3103,982,6717.727000293316
modulation,3881,1519,6709.074756188276
transfusion,1838,224,6695.574637178822
susceptibility,3404,1197,6695.433923463717
condom,1586,126,6690.101731077992
middle,4108,1682,6682.755138328243
slide,3016,934,6680.525962602664
attenuate,3695,1404,6678.432994800342
validation,4369,1856,6677.25641227717
beta,3199,1065,6665.995784416219
platform,3593,1342,6656.350922030934
heterogeneity,3594,1343,6655.526415557973
thyroid,1988,301,6654.620615230328
invasive,2924,879,6654.205404950935
terminal,3044,963,6649.470453119065
concept,4649,2050,6643.001977659759
anal,2706,735,6642.240797901321
timing,3354,1183,6636.546640378646
assign,4406,1900,6630.570785811083
recruit,4477,1946,6630.319154938011
optimal,4640,2053,6623.356508571923
arsenic,1373,69,6618.407052381952
aged,3330,1174,6614.488690299944
personal,3414,1233,6613.940278784167
autoimmune,2295,480,6611.249729804491
engagement,2732,761,6611.089163544
facility,3625,1384,6603.9227903715955
morphology,3290,1151,6600.129969280407
boston,3485,1291,6591.293935256373
literacy,1727,189,6584.632937093978
logistic,3020,967,6584.525463793577
infectious,3140,1053,6578.634184812009
homeostasis,3181,1083,6575.173739759681
angiogenesis,2361,531,6562.97303217481
bottom,4010,1669,6554.4453171924415
controlled,4133,1753,6552.545222368359
calculation,3590,1383,6542.755645424334
residual,3407,1256,6537.411540679426
regional,3299,1180,6536.095000539578
inclusion,4208,1811,6534.4789905057705
phosphate,2988,961,6533.353227965913
pediatr,2768,810,6525.478877536347
reagent,3681,1454,6524.319550236817
notch,1798,228,6518.036442011578
pathogenesis,3676,1455,6512.930064746611
diversity,3411,1268,6512.652335290633
environ,2310,511,6509.892658995149
supernatant,2910,915,6505.540346664773
coordinate,3947,1652,6491.879507072657
mixed,4009,1697,6486.111689811968
clearance,2704,778,6483.592837512049
rule,3595,1414,6472.175902791725
texas,3041,1019,6471.028765780999
pool,3664,1465,6466.573151094674
microbiome,1627,161,6464.234636230454
carrier,2623,730,6456.410645660945
adolescence,2293,514,6448.561880689906
prefrontal,2116,407,6444.683753528073
self_reported,2951,965,6440.194052122332
tomography,2705,793,6434.334049308575
preoperative,1929,305,6431.658612990731
origin,4037,1740,6430.394181121671
self_report,2693,788,6422.8234485585535
comprehension,1745,216,6420.250299620638
indicator,3889,1642,6420.095955427694
option,4053,1759,6411.863005093053
leukocyte,2366,572,6400.895835424516
seek,4609,2134,6400.755702936245
knockout,2731,822,6398.089973383281
medicaid,1892,291,6397.195725782496
atom,2223,482,6394.594717014851
return,3663,1494,6393.006701218746
stigma,1855,273,6390.536484407391
hospitalization,2437,622,6388.75353379342
labeling,2710,810,6388.745577356756
phosphorylate,2517,678,6381.495211286268
rural,2320,547,6380.13024015089
overweight,2004,355,6377.503850489049
irradiation,2113,419,6374.147685307873
adjustment,3424,1332,6368.8731378238745
zone,2405,606,6367.538015208721
saline,2959,995,6367.064359444747
colony,2316,548,6364.899877436611
hypoxia,2121,426,6363.139125189359
belief,2376,588,6362.400510226161
investigator,4207,1886,6362.210244684111
distal,2751,848,6359.278462026544
achievement,2032,375,6355.240354157612
heat,2941,988,6349.09621569302
spike,2054,389,6348.7611758263965
true,4280,1945,6340.767289084375
magnitude,3944,1715,6339.335474746249
objective,4555,2128,6338.588094751947
transformation,3314,1265,6335.299365095823
similarity,3523,1417,6335.08572966254
integrate,4360,2002,6333.348995166996
rescue,2634,773,6332.730999081887
gray,3541,1432,6330.16635644992
fast,3778,1603,6327.66939234052
clinician,3206,1189,6327.480362189637
huang,4479,2084,6326.410747663148
addiction,2232,503,6325.297767350481
traumatic,2080,409,6324.842751500526
nf__ob,1837,274,6321.809244113082
limb,2204,486,6321.725081604704
shrna,1788,251,6309.944978299852
apoptotic,2310,559,6302.501129377427
partial,4012,1780,6299.38682409328
estimator,1751,235,6294.703915405591
perfusion,2150,458,6294.41687605332
china,2471,671,6290.513170315988
effectiveness,3625,1509,6290.471495981996
fall,3672,1543,6290.21343533757
wild,2642,793,6284.4771010252325
leptin,1640,186,6279.163557395959
clinically,4496,2120,6273.419743092977
reactive,3002,1059,6272.452633639579
behav,2769,892,6260.816458903548
slope,2406,635,6257.717139310024
b_cell,1940,341,6251.887578481004
enrol,3263,1260,6250.72659976187
hispanic,2653,812,6247.827204480169
cartilage,1600,173,6241.941353472441
original,4380,2059,6239.438042249363
connection,3099,1143,6238.576064255434
replacement,2915,1008,6234.548048558349
neuroimage,2206,507,6234.142624640079
cross,3866,1709,6227.512300731325
mtor,1777,258,6222.246096717169
alpha,3456,1415,6219.487170457518
spindle,1508,139,6213.006758989343
economic,2662,831,6207.451637487658
epithelium,2242,538,6202.821184534558
medial,2244,541,6195.87622456661
signature,2814,948,6191.223332990774
pylori,1288,70,6190.14049149888
gamma,2302,582,6187.855402164592
mark,3889,1744,6185.720258506166
nervous,3162,1210,6185.280852377821
pediatrics,2997,1087,6183.794175730646
double,3732,1634,6179.142057772934
vegf,1900,333,6168.088655831461
bladder,1943,358,6167.02750665572
atherosclerosis,2064,434,6153.734278639629
integration,3356,1369,6150.437550374958
alignment,2577,788,6146.162653893573
maturation,2649,841,6145.450279899088
liquid,3152,1221,6137.194477800768
semantic,1598,184,6135.631554128892
mature,2940,1064,6129.059955318407
epitope,1998,399,6124.955960009326
efficient,4083,1910,6123.05633031784
services,3225,1282,6122.108776973242
knee,1675,222,6116.811160564173
cerebellar,1743,256,6116.757825420792
rhythm,1848,314,6107.846891934113
admission,2068,447,6104.625043123677
clustering,2589,810,6103.491623533816
proton,2099,468,6099.770916806357
biochemistry,3293,1343,6098.121448645633
patch,2103,471,6097.957317982642
infarction,2335,629,6095.222551480629
conditional,2426,694,6094.192009264693
mediator,3035,1149,6093.848005897822
assumption,3284,1339,6091.250537083081
compartment,2626,842,6088.971656137462
height,2730,920,6088.258368123665
annual,3891,1791,6085.428819748422
sham,1622,201,6084.446452486264
craving,1391,108,6081.9718351917245
cardiomyocyte,1608,195,6080.660654021727
electrical,2337,635,6078.256423344774
conventional,3311,1365,6077.655815797471
signalling,2577,810,6075.201975220797
potent,3104,1211,6069.2611230688435
lane,2402,684,6068.765948754802
transient,3211,1293,6068.098227445939
real_time,2902,1058,6066.251789855448
tendon,1381,106,6064.06193374857
classify,3822,1754,6057.299633331211
incident,2237,571,6055.817889714694
relaxation,2027,432,6052.782846856585
mesenchymal,1984,405,6052.425860650047
urban,2663,882,6051.169211187195
spontaneous,2746,945,6050.316755490161
bear,3319,1383,6048.859606452191
zikv,932,13,6048.265803315475
north,3891,1809,6046.5184954935585
degeneration,2090,475,6042.5873850413345
monoclonal,2597,839,6030.998125570354
malaria,1501,154,6030.3460593446425
implicate,3849,1788,6026.194489051008
cysteine,2047,451,6024.397969073776
toxin,1994,418,6019.9328747392365
elderly,2518,785,6015.051838596558
untreated,2654,888,6012.725105968298
ethnic,2371,679,6007.83852028954
dimer,1954,396,6004.8192847856235
retention,2669,905,5996.095321240685
registration,2007,432,5993.0612598131065
hydrophobic,2174,544,5990.578077804033
located,3788,1764,5981.879686188794
nitric,2046,460,5981.027710612834
telomere,1359,105,5980.340098164062
sperm,1404,121,5979.235010329125
simulated,2273,617,5977.162438233292
respect,4056,1962,5973.617177987379
fisher,3846,1811,5972.33987582823
bypass,2102,500,5969.463161875305
metab,2732,963,5967.921576189647
proteomic,2134,524,5960.290288511025
conversion,2793,1015,5954.287909695472
elisa,2185,562,5949.761752795735
trace,2788,1013,5949.127620040207
tail,2586,858,5947.543574645219
anderson,3652,1680,5945.29483001178
dmso,2147,537,5943.9841981670315
percentile,2135,530,5938.775638816479
psychol,2326,667,5935.288844612655
primate,2081,495,5930.740077104527
inc_,4033,1968,5927.428602696017
instance,3681,1713,5920.9011703477745
oocyte,1401,125,5920.893875565171
english,2473,781,5920.188372100307
professional,2793,1029,5916.027037403126
chinese,2160,554,5912.654947928866
instruction,3051,1233,5910.700583061071
switch,2955,1158,5910.163359152512
splicing,1852,353,5904.2443082137725
enhancement,2767,1014,5901.586974590585
transform,3632,1688,5895.481523432138
executive,2109,523,5894.493611628755
extraction,2914,1133,5891.760299742601
ventral,2006,454,5890.433931207674
accurate,3933,1914,5889.8813309374755
smooth,2588,879,5889.563470592688
inflammasome,1329,102,5886.848196960798
acetylation,1664,249,5885.65460113837
enrollment,2425,756,5884.174143278416
soluble,2525,834,5878.885633599753
opportunity,4071,2020,5877.107902742837
intact,3010,1215,5875.536809776651
derivative,2596,891,5872.56869161105
diverse,4192,2110,5869.058704869775
thermal,2104,526,5868.4846430394455
gaba,1638,238,5867.699728930898
proximal,2515,830,5867.69428766294
motivation,2281,654,5865.357900419713
amplification,2578,883,5855.101369240737
purchase,2969,1191,5854.738465685319
microscope,2893,1133,5849.300805475411
overnight,3206,1381,5847.557369150093
traditional,3335,1482,5847.446043764345
radiotherapy,1793,329,5842.39581104726
firing,1634,240,5839.6970719022875
engl,3899,1914,5838.9644824117
formulation,2199,602,5836.690241745206
balance,3505,1626,5820.4964093375975
cumulative,2568,890,5812.111970712721
kras,1398,134,5811.017866373066
combined,3696,1779,5805.300742172204
arch,3677,1766,5802.425720377507
colleague,3110,1327,5796.507897926985
counseling,2081,528,5796.435414617242
lett,3161,1370,5790.75893116459
aptamer,1179,63,5790.50548233727
americans,2255,657,5788.181178959918
suppl,4081,2072,5787.818410454857
eating,1741,308,5787.78937911084
acta,3665,1766,5783.489329666457
county,1950,441,5782.647126693858
reproductive,2138,573,5780.337900277688
tooth,1454,161,5776.888236680443
mast,1498,181,5776.299847910039
tree,2048,510,5775.552951704952
film,1977,461,5775.028336202121
liposome,1471,169,5773.095757703118
sepsis,1695,284,5772.374540325359
disclosure,3240,1443,5767.282236527156
train,2858,1138,5765.950196941422
rejection,1808,353,5763.970685340442
complexity,3317,1510,5753.800915190334
principal,2815,1110,5749.326853804365
registry,2209,634,5748.825273031651
organism,2476,841,5744.105282382085
park,4000,2036,5743.0502509905655
postnatal,2041,515,5735.899939138564
qualitative,2648,981,5735.389209297928
healing,1872,401,5729.337456544701
success,3222,1446,5728.550188467289
root,2443,821,5726.347613049025
million,3231,1455,5724.504091185065
coil,1753,327,5722.746980969965
ablation,1959,461,5722.448412048535
configuration,2274,691,5722.214275262975
pore,1917,433,5719.881746200638
successful,3955,2017,5715.5223817444985
sign,3427,1616,5712.108868481947
absorption,2184,626,5711.497579390417
salt,2502,874,5708.124261035823
letter,2378,777,5704.975595139868
elicit,2811,1125,5703.425185066271
uncertainty,2283,704,5702.3097918656085
psychosocial,2222,658,5700.096620204064
soil,1430,159,5699.409055622887
complement,2526,897,5697.264371935487
friend,2049,531,5695.693241391862
parietal,1621,256,5688.619870916296
rodent,2523,899,5684.878868702855
equivalent,3615,1776,5684.175450970371
academy,3027,1309,5683.150650236185
electronic,2667,1020,5672.567740050681
miller,3898,1997,5671.99386009473
rank,2607,973,5667.933077410954
institution,2799,1131,5664.189252581114
preclinical,2363,779,5662.915072815285
mg_dl,1798,368,5657.2667600439245
bile,1389,146,5654.477764687799
cytoplasmic,2362,781,5654.462165346107
nacl,2420,828,5651.890122199364
high_risk,2448,851,5650.211203395778
virol,1770,352,5647.846563731326
parallel,3643,1818,5643.053141074538
psychopathology,1753,343,5639.005686670957
america,3027,1330,5634.974567025228
difficile,1158,66,5633.4965297375065
manufacturer,3017,1324,5630.000179229963
precision,2447,858,5627.857357755937
phosphatase,2227,684,5626.620219765588
marital,1905,447,5623.457788757546
substitution,2249,706,5611.006941877904
computer,2931,1262,5610.086111035823
message,1946,479,5609.937251491893
internalize,1801,380,5608.91497154342
intestine,1825,396,5608.390580723522
myopathy,1254,98,5604.799977031344
pregnant,2001,520,5604.152933814006
centers,2628,1016,5599.942948670861
attribute,3775,1943,5596.49975367832
template,2240,704,5594.907548742428
malignancy,2432,858,5593.3588451419855
sickle,1281,109,5589.204191539995
tend,3559,1780,5588.115081492518
metastase,1799,384,5583.84843570676
agency,2519,933,5582.35524397862
planning,2318,770,5582.009238472014
cisplatin,1542,230,5576.528323765074
nutr,2073,583,5568.736704182057
prison,1144,66,5565.388626960023
e_cigarette,1001,33,5563.555376330526
altered,3290,1579,5559.961577074338
steroid,1939,488,5553.663507521355
conditioning,1757,363,5552.29940051118
ischemia,1849,425,5551.466761491736
biochemical,3041,1380,5548.809799453353
race_ethnicity,2114,620,5548.796467469032
aggregate,2512,940,5548.066163666861
morbidity,2871,1239,5548.049763782968
androgen,1476,200,5544.132859032146
standardized,3107,1438,5541.323321439854
antioxidant,1763,371,5532.8279735801225
upregulate,2405,858,5531.261522436873
rotation,1961,510,5530.2047550260795
juvenile,1674,315,5527.434672865714
external,2984,1343,5525.901731782134
synthesize,2954,1318,5525.85350170045
outbreak,1428,179,5522.246124176384
visualization,2517,954,5521.898473996906
filament,1582,261,5521.1555313568615
minimum,3363,1658,5519.145764682826
manual,2838,1224,5518.8471047073335
abdominal,2087,609,5515.287085941925
neurological,2587,1015,5515.124533613386
monomer,1772,381,5513.942261696279
purification,2524,963,5513.555658236702
expand,3867,2059,5508.654545520157
superior,2700,1113,5507.164590684777
displacement,1827,420,5507.035168639951
organic,2160,669,5505.237101426024
adipocyte,1474,205,5500.223572926199
tgf_,1373,156,5498.382985240375
utilization,2574,1011,5497.57422287738
marriage,1473,205,5496.492077964919
requirement,3716,1950,5495.667793404735
satisfaction,1767,382,5493.752014310885
cohen,3006,1378,5489.30616546642
milk,1821,420,5488.949667265107
confocal,2073,606,5488.526530364939
expert,3066,1429,5487.449421788783
secrete,2385,859,5482.485403964612
adenocarcinoma,1868,455,5481.099650100551
unclear,3828,2044,5481.087306253592
neutralize,1798,406,5480.576901907747
epub,1846,440,5478.429974131611
stromal,1833,431,5477.731426626125
physiology,2868,1269,5473.636715714118
back,3400,1711,5472.883666187929
typical,3484,1779,5472.312712588734
constraint,2433,903,5471.287547573602
square,3077,1446,5470.747650500884
hold,3824,2048,5467.883889085102
spot,2021,572,5467.544583006317
slow,2975,1362,5467.441474783077
well_being,1917,494,5467.225384332163
mesh,1736,367,5466.912408343009
adduct,1491,219,5465.160917006917
pump,1998,557,5458.41552158056
permeability,1911,492,5457.866113922102
mammary,1630,301,5456.253321340762
optimization,2392,876,5451.700127960139
xenograft,1679,333,5450.642554284749
beam,1778,399,5450.536384833124
biomedical,3307,1647,5449.25545326505
disrupt,3123,1495,5448.459048694775
gait,1392,171,5446.675206410229
enter,3347,1682,5444.786136315635
apoe,1305,132,5444.072438270347
ther,3003,1398,5440.556173925771
pten,1398,177,5421.940580566227
poly,1778,406,5419.613866291421
glycan,1239,108,5417.371030771062
hemoglobin,1800,422,5417.099327487677
apnea,1295,131,5412.2033642958895
latency,1690,348,5411.891158487651
latino,1597,289,5410.76096893208
nafld,1013,41,5410.365001072026
utility,3085,1482,5409.106760123839
subscale,1680,342,5409.086261637156
verbal,1876,479,5408.140947481394
selectivity,2083,638,5407.815146683611
multivariable,1909,504,5406.151835509824
analog,2128,676,5401.527647390193
absolute,2858,1293,5401.004277184832
drink,1679,343,5400.9643741703
tinnitus,919,24,5400.45857015443
suicidal,1378,170,5399.977561640819
disruption,2912,1342,5394.738069845277
cdna,2338,852,5393.575250970472
hsp90,1178,88,5391.904052357141
vaginal,1546,262,5389.604035071658
phthalate,1018,43,5388.584311569533
desire,2880,1319,5385.242268578131
bevacizumab,1210,100,5383.695052860256
proceedings,2608,1086,5383.559931322246
droplet,1477,224,5380.502578407573
zhao,3110,1517,5380.346528926215
detector,1828,451,5379.872734473308
nutrient,2001,582,5378.7570198659205
glass,2486,984,5376.9173018073825
williams,3576,1903,5375.865429483933
c_terminal,2104,665,5375.12646109967
situation,2906,1347,5372.815534206349
pellet,2016,597,5367.777059283313
rise,3251,1642,5366.86344846887
zhou,3124,1537,5363.64932305143
cardiol,1872,489,5357.930668165638
narrative,1516,250,5356.094738194606
behaviour,2131,694,5353.142280190875
trans,2426,942,5352.968189331944
stabilize,2602,1096,5347.324594512064
arabidopsis,1174,90,5347.212247083065
stenosis,1416,197,5340.1625157389735
adjuvant,1852,479,5338.953643249222
occupational,1784,430,5335.444001407117
mtdna,1072,59,5335.3091562612235
gastrointestinal,2145,712,5333.38597721804
restriction,2513,1026,5330.278851609285
fatigue,1773,424,5327.45984323495
empirical,2442,966,5326.834981353922
folding,1654,342,5325.374212349914
aggregation,2022,615,5323.688764020528
bleeding,1601,308,5322.372657068613
mellitus,2041,631,5321.293317946634
rna_seq,1465,227,5317.297962102195
nsclc,1280,135,5311.01460733392
fertility,1412,199,5310.81456335931
feeding,1733,401,5303.921908222204
pilot,2694,1196,5301.1643139147445
excess,2712,1212,5300.543722515212
differentially,2575,1093,5298.895389521904
hepatocellular,1581,300,5297.492218369491
prognosis,2455,989,5297.425044592566
removal,2814,1303,5296.174142307093
germ,1459,227,5295.520632564576
translational,3063,1519,5295.000252049649
socioeconomic,2162,740,5292.261978623293
chicago,2361,910,5291.143464881802
bayesian,1693,376,5290.482444368676
fibril,1223,114,5281.288839744813
technologies,2571,1097,5281.272304447202
stop,2790,1289,5281.1433955660395
modality,2257,825,5279.397347566175
visualize,2973,1450,5277.628290175212
necrosis,2242,813,5277.1609288110885
redox,1684,373,5275.848260983818
operation,2208,785,5274.5172595795075
adaptation,2426,974,5271.925162817411
asian,2150,737,5271.6216536917445
resistant,2438,985,5270.622723561665
silencing,1861,504,5270.219259237183
deep,2392,946,5267.811592307895
circle,2520,1058,5267.7307065595205
chromatography,2116,711,5264.2535924609465
ventilation,1407,203,5264.007638656409
kinetics,2379,937,5261.923724809346
intensive,2317,884,5259.7009328172135
machine,2096,696,5259.189467055299
elegan,1443,224,5256.64537619643
serotonin,1611,328,5254.262535906631
classifier,1376,188,5253.654657161233
update,3388,1815,5253.650288320323
intrinsic,2606,1140,5252.969965870912
theoretical,2626,1158,5252.145171280709
antiviral,1587,313,5250.27487705623
depict,2794,1307,5249.968543661969
remodeling,2105,708,5245.788082354725
statin,1385,194,5244.505792176296
optimize,3205,1667,5242.495604823571
lose,3173,1642,5238.098345737227
labor,1688,386,5230.550859769042
endometrial,1287,147,5230.461119133803
anemia,1624,342,5228.783386249251
cross_sectional,2621,1167,5221.853180612658
build,3019,1519,5218.9375647854695
vein,2022,648,5218.002001501008
real,2670,1213,5216.253594035592
mobility,1962,600,5214.162709566144
mucosal,1667,375,5213.674050384223
annotation,1743,430,5212.824492406169
bilateral,1934,578,5211.99669275614
null,2224,822,5210.308348884811
arise,3266,1736,5209.812303615882
break,2453,1025,5205.405940818125
mapk,1637,356,5204.962981059582
fate,2061,685,5204.202456543165
jones,3284,1759,5195.301778614751
antimicrobial,1603,335,5194.32017697456
insertion,1999,637,5192.872834406937
placement,2000,639,5189.20097208104
focal,2084,710,5187.576098277534
neuropathy,1453,241,5186.785734065512
recombination,1739,434,5184.7596465863935
microrna,1538,294,5184.482916196076
pathological,2461,1041,5184.263532507394
novo,2048,681,5183.370514981975
mg_ml,2227,835,5182.392051068154
progressive,2461,1042,5181.900594255772
adulthood,2040,675,5181.176189072871
causal,2256,861,5180.701943594171
hela,1446,238,5179.910749715555
salmonella,1255,139,5170.63891414564
appl,2463,1049,5169.621073769589
retrospective,2617,1187,5169.413868380549
lancet,3174,1679,5169.021773322792
sigma,2475,1061,5166.656059465077
her2,1271,147,5165.435961475573
docking,1436,235,5162.304296129314
ensemble,1548,305,5161.331017578876
cover,3167,1680,5155.736234021716
atrophy,1680,398,5154.328931024476
polarization,1595,338,5154.177176671383
cytotoxicity,1854,531,5153.64337215252
granule,1524,291,5152.920870027761
sort,2143,774,5149.485562213106
glioblastoma,1496,274,5148.299743708857
dystrophy,1275,151,5147.462007093992
immunoblot,1647,376,5146.73631770538
functioning,1928,595,5139.939135234035
chest,1911,582,5136.833915524125
exosome,1099,80,5135.053658012846
dilution,2290,910,5132.028180677394
grid,1722,435,5130.111641865176
architecture,2377,991,5124.313795271335
offspring,1648,382,5123.770978825319
depth,2093,740,5123.360000582124
veteran,1394,217,5122.402976107368
deposition,1886,566,5122.207886137248
eosinophil,1146,98,5122.089931162615
connect,2923,1485,5119.1518810768075
withdrawal,1777,480,5119.0373724891415
neutral,2023,682,5117.128496648401
expectation,2237,870,5113.808237257204
preschool,1363,201,5112.8856441052885
persistent,2596,1194,5112.667918224457
endocrinol,2049,707,5109.128788494517
technical,3241,1775,5097.928482006174
microenvironment,1874,564,5096.250591036072
invest,2925,1500,5093.257318483678
determination,3066,1627,5089.596280588186
manage,2598,1209,5084.1719213088745
dendrite,1329,187,5081.293714015849
adjacent,2615,1226,5080.926234555764
frequent,2844,1434,5080.185778371143
transduction,2168,823,5076.477667758455
vision,1894,587,5074.935348397381
minor,2694,1302,5072.392828947862
indirect,2300,945,5067.636029725918
housing,1602,362,5066.902887204838
plane,1891,588,5063.678183854238
tone,1649,397,5063.367719896195
false,2170,830,5062.781949991483
coating,1403,232,5061.697898958698
forward,2686,1300,5061.4591762571945
shock,1838,545,5061.335789897342
striatum,1458,266,5060.730584925806
generalize,2565,1190,5060.22264881151
referral,1851,556,5060.146532055991
jama,2875,1473,5058.414506371845
stay,2141,806,5057.943784728364
capital,1374,216,5055.257255976365
broad,3307,1856,5054.174171526804
rehabilitation,1725,457,5053.942172928641
idea,2735,1349,5052.6009403151675
cystic,1388,225,5050.105499040525
dominant,2434,1075,5049.160185650214
margin,1629,387,5043.514722995497
camp,1537,322,5041.288367920794
ocular,1431,253,5038.716211369156
centre,2256,917,5038.5446881725475
solve,2136,809,5038.196065896026
storage,2070,751,5036.515527513615
description,3143,1724,5035.408123538051
summarize,3502,2034,5031.482264061043
familial,1873,583,5031.473153368544
draw,3100,1690,5028.265510752901
subjective,1839,556,5027.341692301981
follicle,1255,156,5025.8344111264905
braf,1180,121,5025.28298588915
davis,2905,1518,5023.779129053503
gwas,1268,163,5022.2370098271185
portion,2988,1594,5021.343206230868
comprise,3510,2049,5017.186250548834
positively,2760,1390,5016.150723449556
mask,1891,603,5016.043423319434
consensus,2729,1363,5013.340857301035
gate,1801,529,5013.11323191612
minimal,3372,1935,5012.95795346547
suppressor,1929,638,5008.005481494328
suspension,1996,698,5002.546531960742
voltage,1711,460,5001.729429549638
retrieve,2008,710,4998.393860528449
targeting,2464,1127,4994.997210596078
linkage,2075,771,4994.144376223555
synthase,1846,572,4994.105541924622
lifestyle,1866,590,4990.397564965128
localized,2512,1174,4989.668345355393
drop,2502,1166,4986.912774916058
detailed,3572,2119,4985.816825038928
gynecol,1594,375,4985.360789629544
stiffness,1422,257,4984.719832553471
facial,1477,293,4983.888853479259
pittsburgh,1772,514,4983.363128034241
ifn_,1205,137,4982.101437580865
stock,2181,873,4978.283827765606
virulence,1415,254,4976.7965028603185
heavy,2033,740,4976.488715328934
yellow,2258,945,4975.0965891830965
surgeon,1706,464,4972.34238225521
oxidize,1622,399,4972.311595162726
allergen,1049,75,4969.130651398949
initiative,2246,937,4967.751444271455
immunotherapy,1507,317,4966.473971976947
house,2304,992,4964.617343538852
client,1424,262,4964.292461799509
chemokine,1729,485,4962.845609551909
psychosis,1334,208,4958.433792196127
distinguish,3164,1790,4950.185707569416
allergic,1294,187,4947.474842691128
raman,1244,161,4942.537115839388
alveolar,1328,207,4942.532003418767
harvest,2275,975,4941.453492930973
cyclin,1303,193,4940.734621221659
situ,2135,847,4937.83706471041
n_terminal,1956,686,4936.215023625883
haplotype,1338,214,4935.25170218012
obstructive,1564,365,4933.806265810821
muscular,1351,222,4933.619031595343
geometry,1789,543,4932.98076504609
centrifuge,2112,830,4927.463354093093
dual,2472,1166,4927.117657710829
sustained,2302,1007,4925.759857804232
comparative,3024,1679,4924.739080821714
fitness,1500,321,4924.5957259320585
cytochrome,1581,380,4923.761560249942
pharmacological,2270,978,4923.619263769949
dark,2293,1000,4922.49697367256
driver,1896,638,4922.33198181091
salivary,1235,159,4922.216911674312
biosynthesis,1663,444,4920.285468590435
carolina,2077,803,4914.494020380876
availability,2918,1589,4912.875450185747
mexican,1320,207,4912.757714241546
restore,2249,965,4908.165511088826
mater,1571,377,4905.0700719159395
pathogenic,1979,718,4904.031999940895
immunology,2108,838,4897.910258585029
phenotypic,2172,899,4893.997979715656
aqueous,1832,592,4893.268895738378
cascade,2165,894,4890.30019275443
ethnicity,2113,846,4889.451532255401
pharmacokinetic,1706,489,4882.815021309069
neuropsychological,1491,324,4881.178284116957
package,2366,1088,4879.658541763127
hill,2442,1161,4877.816755194639
extensive,3304,1957,4874.513358864617
rapidly,3347,1997,4870.231772636496
quantity,2246,979,4869.268027055425
aunp,782,17,4865.050028354958
special,2626,1347,4855.132000284196
norm,1734,521,4853.040994284568
interneuron,1223,162,4851.529224142075
aneurysm,1134,119,4848.2825612456
interference,1975,735,4847.903021380306
outer,1899,667,4845.706584660117
soft,1846,620,4845.353963551482
cdcl3,1011,71,4844.535139073883
kinetic,1733,523,4843.602384519978
spend,1941,707,4839.833566846197
adapt,2747,1470,4838.805504992564
wilson,2657,1385,4838.528579413608
martin,2982,1690,4836.86701711779
immediately,3155,1848,4835.497146322822
extension,2392,1138,4825.805763150414
partially,3156,1855,4825.097830728295
convert,2780,1511,4820.458779243976
determinant,2748,1481,4820.080282660903
preventive,2023,790,4819.740845797986
answer,2417,1165,4819.567064368919
consideration,3301,1988,4818.207446118269
pbmc,1252,183,4813.963522045946
coordination,1885,666,4812.8107837194
profiling,2106,871,4811.921401269053
avoidance,1543,379,4809.482758622875
official,2974,1699,4808.09500095097
