word,tf,df,tfidf
attachment,2706,652,6966.489784197734
spleen,2356,447,6954.785590715369
cannabis,1526,90,6950.464982153968
frame,3448,1140,6950.207383853763
engage,3888,1433,6947.776344949464
surveillance,3155,947,6944.8044480168855
feel,3183,966,6943.2087410522245
isolation,4007,1513,6942.749493105204
city,3776,1361,6942.289045006639
trigger,4199,1640,6936.972308899605
viability,2940,810,6930.963836689617
bipolar,2212,373,6930.033463952617
catalytic,2686,651,6919.123370990679
validity,3635,1277,6914.628166741349
evolution,3723,1336,6913.870069874809
scenario,3041,881,6913.553283339383
dorsal,2541,565,6905.622870759171
younger,3591,1251,6904.797889954558
monocyte,2467,521,6904.528335005784
instrument,3657,1299,6894.011556144444
arrest,2752,699,6893.358753403041
smoke,2302,429,6889.996545470068
separation,3301,1063,6884.745709413229
emission,2990,857,6880.190395242623
congenital,2320,441,6879.867350733205
strand,2601,608,6877.902482033361
cultural,2453,519,6874.780393439563
circadian,1774,179,6860.26934474013
attitude,2515,560,6857.318914072483
spectrometry,2809,745,6857.108108206134
rare,3889,1468,6855.718715806337
circuit,2727,694,6850.31393621798
seed,3016,885,6843.054562956938
translocation,2738,703,6842.667357087034
transgenic,2902,811,6837.799444050267
monitoring,3798,1414,6837.6423028659165
rest,4039,1576,6833.42120713093
implement,4416,1821,6833.158808809014
definition,4475,1859,6832.031513317334
prognostic,3046,910,6826.269798403207
nucleic,3332,1104,6823.301965651939
store,4290,1745,6821.079003802753
transfection,2563,598,6819.9230599160055
move,4533,1907,6805.022711728343
incubation,3549,1260,6798.599050737013
mapping,3558,1269,6790.515841879647
european,4122,1649,6787.205306812555
marijuana,1670,147,6787.000830577661
sense,3918,1516,6780.782198177261
condom,1607,126,6778.68441478079
protect,4235,1730,6770.190651142585
microtubule,1860,225,6767.432441077361
multivariate,3124,982,6763.190186566651
difficulty,4161,1686,6759.090126523874
beta,3242,1065,6755.598103494023
copy,2949,867,6751.635126767026
chip,2349,484,6747.314659164644
protective,3633,1336,6746.7338071058775
infusion,2462,554,6739.331704537439
gold,3110,982,6732.881395717762
spectroscopy,2631,663,6729.387499060897
middle,4128,1682,6715.290460325947
modulation,3883,1519,6712.5321510639205
transfusion,1841,224,6706.50321384451
susceptibility,3406,1197,6699.3677859334375
slide,3018,934,6684.956019607042
attenuate,3697,1404,6682.047843512008
validation,4370,1856,6678.784738304243
concept,4671,2050,6674.437994762042
timing,3372,1183,6672.16316975456
thyroid,1993,301,6671.357588608675
assign,4433,1900,6671.202971743198
invasive,2929,879,6665.584005164599
platform,3597,1342,6663.76127652248
heterogeneity,3598,1343,6662.933790533552
hispanic,2829,812,6662.308014125291
terminal,3047,963,6656.023807704924
aged,3348,1174,6650.242683220484
optimal,4654,2053,6643.34077389951
pediatr,2815,810,6636.280000095671
recruit,4478,1946,6631.800128615683
engagement,2739,761,6628.028264621895
arsenic,1374,69,6623.2274508177725
personal,3417,1233,6619.752177095928
autoimmune,2296,480,6614.130448641007
embryonic,2748,771,6613.931925716785
morphology,3296,1151,6612.166680470584
bottom,4044,1669,6610.019167762152
facility,3627,1384,6607.566333980076
influenza,1785,213,6592.384802854904
boston,3485,1291,6591.293935256373
literacy,1727,189,6584.632937093978
logistic,3020,967,6584.525463793577
infectious,3141,1053,6580.729291240293
homeostasis,3181,1083,6575.173739759681
angiogenesis,2364,531,6571.312260932339
phosphate,3005,961,6570.524247000525
calculation,3605,1383,6570.093064555634
regional,3311,1180,6559.869823215078
controlled,4133,1753,6552.545222368359
reagent,3696,1454,6550.906019471686
residual,3409,1256,6541.249175866205
inclusion,4212,1811,6540.690472435909
notch,1801,228,6528.911919945969
rule,3623,1414,6522.585061422647
supernatant,2917,915,6521.189412790771
diversity,3415,1268,6520.289570512317
pathogenesis,3677,1455,6514.701808507422
overweight,2047,355,6514.346497979583
coordinate,3959,1652,6511.616662908703
mixed,4021,1697,6505.526341914175
medicaid,1924,291,6505.3935393263855
texas,3055,1019,6500.819756481734
clearance,2707,778,6490.786172760769
microbiome,1633,161,6488.073239683055
atom,2255,482,6486.64466345861
adolescence,2302,514,6473.872415764572
pool,3667,1465,6471.867834351575
carrier,2627,730,6466.256487286048
option,4086,1759,6464.06914355051
self_report,2704,788,6449.058523914716
comprehension,1752,216,6446.004885349775
preoperative,1933,305,6444.995385645973
origin,4045,1740,6443.137097507347
self_reported,2952,965,6442.376428961412
objective,4624,2128,6434.606223958947
tomography,2705,793,6434.334049308575
hospitalization,2452,622,6428.077006508603
indicator,3892,1642,6425.0484593789115
stigma,1864,273,6421.541782714489
leukocyte,2372,572,6417.128031118746
rural,2333,547,6415.880969944839
true,4330,1945,6414.841673302651
return,3674,1494,6412.204919540724
achievement,2049,375,6408.409195703222
knockout,2735,822,6407.461031564729
seek,4611,2134,6403.5332059533575
labeling,2711,810,6391.103048049507
saline,2969,995,6388.581981477342
irradiation,2117,419,6386.214221389857
alpha,3547,1415,6383.252602318523
adjustment,3431,1332,6381.893614449099
phosphorylate,2517,678,6381.495211286268
belief,2382,588,6378.467178181277
zone,2408,606,6375.480890071767
hypoxia,2125,426,6375.139387565954
distal,2757,848,6373.148207854301
colony,2319,548,6373.144566397021
estimator,1772,235,6370.197223357343
investigator,4212,1886,6369.771702070235
heat,2944,988,6355.572682421031
magnitude,3954,1715,6355.408840554429
transformation,3323,1265,6352.504462949131
spike,2055,389,6351.852101423196
behav,2808,892,6348.996972409232
clinician,3215,1189,6345.243095583182
leptin,1657,186,6344.252447929942
addiction,2238,503,6342.301255972391
fast,3786,1603,6341.068374642989
gray,3547,1432,6340.892422007305
integrate,4364,2002,6339.159407089168
similarity,3525,1417,6338.6821450639945
rescue,2636,773,6337.539450865548
limb,2208,486,6333.198266870775
huang,4482,2084,6330.648129275782
china,2485,671,6326.153471564237
nf__ob,1838,274,6325.250620947112
traumatic,2080,409,6324.842751500526
shrna,1792,251,6324.061186304997
slope,2428,635,6314.936498023582
partial,4020,1780,6311.9479144703355
apoptotic,2310,559,6302.501129377427
fall,3678,1543,6300.4915618659
perfusion,2151,458,6297.344511809624
effectiveness,3627,1509,6293.942100945296
lane,2489,684,6288.575539738011
wild,2642,793,6284.4771010252325
percentile,2258,530,6280.915874682722
reactive,3006,1059,6280.810332018846
clinically,4499,2120,6277.605743811233
b_cell,1943,341,6261.555445870407
enrol,3268,1260,6260.304789464232
original,4390,2059,6253.683334583266
cartilage,1601,173,6245.842566818362
connection,3102,1143,6244.615344085304
replacement,2919,1008,6243.103174525497
neuroimage,2209,507,6242.6206064505595
cross,3870,1709,6233.955665760534
mtor,1780,258,6232.750732783658
gamma,2316,582,6225.487885062204
spindle,1510,139,6221.246821003918
economic,2662,831,6207.451637487658
medial,2248,541,6206.9205672128965
epithelium,2243,538,6205.587830914814
vegf,1911,333,6203.798642786275
height,2781,920,6201.995062912788
mark,3899,1744,6201.625941865657
signature,2818,948,6200.023934743426
pylori,1289,70,6194.946501197249
fisher,3988,1811,6192.84748434815
pediatrics,3000,1087,6189.984159890536
pmid,1295,72,6187.30127371559
nervous,3162,1210,6185.280852377821
double,3735,1634,6184.109213767928
bladder,1947,358,6179.723394471789
alignment,2588,788,6172.397729249735
atherosclerosis,2068,434,6165.6601202649
assumption,3322,1339,6161.733947682703
integration,3359,1369,6155.935557720346
maturation,2649,841,6145.450279899088
liquid,3156,1221,6144.982795665997
admission,2080,447,6140.048399273331
semantic,1599,184,6139.471123311701
knee,1680,222,6135.070298356903
patch,2115,471,6132.753080139462
sham,1634,201,6129.460852874571
mature,2940,1064,6129.059955318407
services,3228,1282,6127.8037618820545
cerebellar,1746,256,6127.285807908607
epitope,1998,399,6124.955960009326
efficient,4084,1910,6124.555976737217
rhythm,1852,314,6121.067339752152
proton,2103,468,6111.395063384358
clustering,2590,810,6105.849094226568
biochemistry,3294,1343,6099.973292389528
conditional,2428,694,6099.216075224516
urban,2682,882,6094.34315599101
mediator,3035,1149,6093.848005897822
compartment,2627,842,6091.290381063638
craving,1393,108,6090.716582618313
annual,3893,1791,6088.5567708251365
mg_dl,1934,368,6085.180152349805
cardiomyocyte,1609,195,6084.442159403581
conventional,3313,1365,6081.327006263069
electrical,2337,635,6078.256423344774
classify,3835,1754,6077.902693308528
metab,2782,963,6077.144152620644
real_time,2907,1058,6076.703636495447
signalling,2577,810,6075.201975220797
potent,3106,1211,6073.171729462574
transient,3212,1293,6069.988012007586
tendon,1381,106,6064.06193374857
bear,3327,1383,6063.4395633222175
relaxation,2029,432,6058.755005560934
incident,2238,571,6058.5250054454555
spontaneous,2749,945,6056.9267155289335
malaria,1507,154,6054.451373372669
north,3895,1809,6052.734397313649
mesenchymal,1984,405,6052.425860650047
dimer,1969,396,6050.915645723077
zikv,932,13,6048.265803315475
degeneration,2090,475,6042.5873850413345
monoclonal,2601,839,6040.287302506158
myocardial,1844,324,6036.816067009838
psychol,2365,667,6034.80572549825
cysteine,2049,451,6030.284044275606
implicate,3850,1788,6027.760141035692
untreated,2660,888,6026.318305152853
toxin,1995,418,6022.95189824713
elderly,2519,785,6017.440659819194
ethnic,2372,679,6010.372404102399
respect,4076,1962,6003.072883993234
registration,2010,432,6002.019497869628
retention,2670,905,5998.341891237403
hydrophobic,2176,544,5996.089189191157
located,3793,1764,5989.775514708051
simulated,2276,617,5985.05134598283
trace,2803,1013,5981.135121582748
telomere,1359,105,5980.340098164062
tail,2600,858,5979.7421864182415
sperm,1404,121,5979.235010329125
conversion,2803,1015,5975.606520184894
dmso,2158,537,5974.437773472032
bypass,2103,500,5972.303058717301
head-neck,1835,331,5968.12934685022
proteomic,2136,524,5965.876315023219
elisa,2188,562,5957.930762067308
instance,3704,1713,5957.896749515935
epub,2007,440,5956.234538506036
anderson,3657,1680,5953.434609351883
english,2484,781,5946.521599796669
inc_,4038,1968,5934.777262010047
primate,2082,495,5933.590024282376
engl,3960,1914,5930.315298884415
oocyte,1402,125,5925.120066768287
enhancement,2777,1014,5922.915442153254
professional,2796,1029,5922.381524016879
chinese,2163,554,5920.866968689878
switch,2959,1158,5918.163580281653
motivation,2298,654,5909.071659432047
splicing,1852,353,5904.2443082137725
transform,3637,1688,5903.597549758449
ventral,2008,454,5896.306746692428
extraction,2916,1133,5895.804061101381
executive,2109,523,5894.493611628755
accurate,3935,1914,5892.876439674286
overnight,3229,1381,5889.508030251294
acetylation,1665,249,5889.1916531823235
smoking-cessation,1557,195,5887.8038795471575
opportunity,4078,2020,5887.213467792996
inflammasome,1329,102,5886.848196960798
enrollment,2426,756,5886.600606842654
derivative,2602,891,5886.141654688733
soluble,2528,834,5885.870448213931
gaba,1643,238,5885.610900264631
proximal,2521,830,5881.692763100704
intact,3011,1215,5877.488815361296
skeletal-muscle,1928,406,5876.836633413869
disclosure,3301,1443,5875.863784807451
arch,3722,1766,5873.437185543944
thermal,2105,526,5871.273846767126
diverse,4193,2110,5870.458766583723
kras,1410,134,5860.897848058672
purchase,2971,1191,5858.682378427445
traditional,3340,1482,5856.212829437155
radiotherapy,1797,329,5855.429599805871
formulation,2206,602,5855.26997421097
amplification,2578,883,5855.101369240737
microscope,2894,1133,5851.322686154801
race_ethnicity,2229,620,5850.646795642607
firing,1634,240,5839.6970719022875
lett,3186,1370,5836.557404204486
liposome,1484,169,5824.115638634552
balance,3507,1626,5823.817662638218
cumulative,2573,890,5823.428388101181
eating,1751,308,5821.033430685285
suppl,4100,2072,5814.764881858592
combined,3697,1779,5806.871440424957
aptamer,1182,63,5805.239592979349
counseling,2083,528,5802.006231930665
tooth,1460,161,5800.726840133044
million,3274,1455,5800.689072900001
county,1956,441,5800.439887083685
colleague,3110,1327,5796.507897926985
sepsis,1702,284,5796.213255241157
americans,2258,657,5795.881641725718
film,1984,461,5795.47608448407
acta,3669,1766,5789.801459903474
cognitive-impairment,1977,458,5787.935890212751
reproductive,2139,573,5783.041519501391
tree,2050,510,5781.193140134351
train,2865,1138,5780.072538221545
mast,1498,181,5776.299847910039
rejection,1811,353,5773.534795990897
configuration,2291,691,5764.992482246032
parietal,1642,256,5762.315748331004
complexity,3321,1510,5760.739475232771
letter,2399,777,5755.355951530927
friend,2070,531,5754.067842694561
organism,2479,841,5751.06502222342
park,4005,2036,5750.229063804303
principal,2815,1110,5749.326853804365
registry,2209,634,5748.825273031651
sign,3449,1616,5748.778373911361
root,2452,821,5747.4434495277155
success,3232,1446,5746.329673844282
coil,1760,327,5745.598794356611
qualitative,2649,981,5737.55514177878
postnatal,2041,515,5735.899939138564
insulin-resistance,1818,365,5735.0765928670535
healing,1873,401,5732.398000057813
ablation,1962,461,5731.2117327408
pore,1920,433,5728.833047837885
absorption,2190,626,5727.188506806325
uncertainty,2291,704,5722.291604539689
successful,3959,2017,5721.302935354354
salt,2505,874,5714.968534730111
complement,2532,897,5710.797066405643
nitric-oxide,1903,426,5709.124825664946
soil,1432,159,5707.380257099283
equivalent,3629,1776,5706.188855206494
psychosocial,2224,658,5705.227220222248
elicit,2811,1125,5703.425185066271
rodent,2529,899,5698.398200138533
rank,2621,973,5698.370769426202
pregnant,2034,520,5696.575246065811
institution,2810,1131,5686.4493746884355
academy,3027,1309,5683.150650236185
miller,3905,1997,5682.179585343746
electronic,2667,1020,5672.567740050681
manufacturer,3039,1324,5671.054207716226
nacl,2427,828,5668.2385647015935
preclinical,2364,779,5665.311566709833
virol,1775,352,5663.800932555425
coronary-artery,1930,455,5663.020516431511
cytoplasmic,2364,781,5659.250024927264
parallel,3652,1818,5656.994255065663
mesh,1796,367,5655.860993884818
bile,1389,146,5654.477764687799
high_risk,2449,851,5652.519296207623
psychopathology,1755,343,5645.439235657462
apoe,1353,132,5644.314183126268
intestine,1836,396,5642.194578744322
america,3030,1330,5640.559279182834
substitution,2260,706,5638.450728610077
difficile,1159,66,5638.361379935898
precision,2451,858,5637.056961119657
nutr,2097,583,5633.208330279678
cohen,3084,1378,5631.743251596286
message,1953,479,5630.116881892943
phosphatase,2228,684,5629.146766788384
marital,1906,447,5626.40973510335
computer,2938,1262,5623.4844743170415
internalize,1805,380,5621.37230629421
malignancy,2441,858,5614.057952710356
attribute,3782,1943,5606.877369115604
centers,2631,1016,5606.3355776077005
template,2244,704,5604.898455079468
myopathy,1254,98,5604.799977031344
tend,3566,1780,5599.106035572441
planning,2324,770,5596.4579250254355
cisplatin,1546,230,5590.994026291053
sickle,1281,109,5589.204191539995
agency,2522,933,5589.003543197333
prison,1148,66,5584.84802775359
metastase,1799,384,5583.84843570676
e_cigarette,1004,33,5580.2293684673805
ischemia,1853,425,5563.476424577711
conditioning,1760,363,5561.7797068296395
altered,3291,1579,5561.6515350005
steroid,1941,488,5559.391886590485
back,3453,1711,5558.196264513799
morbidity,2874,1239,5553.847098959334
aggregate,2513,940,5550.274788732016
biochemical,3041,1380,5548.809799453353
monomer,1783,381,5548.171022914484
androgen,1477,200,5547.889046606017
rotation,1967,510,5547.125320314278
standardized,3108,1438,5543.106817841991
manual,2849,1224,5540.237984958137
minimum,3375,1658,5538.839415939499
hold,3873,2048,5537.948300843776
upregulate,2406,858,5533.561423277803
antioxidant,1763,371,5532.8279735801225
external,2987,1343,5531.457263013819
purification,2531,963,5528.8468189370415
visualization,2520,954,5528.479997803815
synthesize,2955,1318,5527.724135925805
juvenile,1674,315,5527.434672865714
outbreak,1429,179,5526.1132433109615
filament,1583,261,5524.645515889957
western,2836,1220,5524.2410044309745
expand,3875,2059,5520.050779387278
satisfaction,1775,382,5518.624688965377
well_being,1935,494,5518.560833950306
abdominal,2088,609,5517.929772614634
neurological,2588,1015,5517.256394662329
adenocarcinoma,1878,455,5510.441725315222
displacement,1828,420,5510.049418869091
superior,2701,1113,5509.20428127392
marriage,1476,205,5507.6865628487585
requirement,3724,1950,5507.499155715617
tgf_,1375,156,5506.392283106712
organic,2160,669,5505.237101426024
milk,1826,420,5504.02091841081
adipocyte,1475,205,5503.955067887478
expert,3074,1429,5501.767619888688
ther,3035,1398,5498.530798489748
utilization,2574,1011,5497.57422287738
typical,3497,1779,5492.731789874512
constraint,2442,903,5491.526589056612
unclear,3835,2044,5491.110193177253
spot,2029,572,5489.187510598623
confocal,2073,606,5488.526530364939
square,3085,1446,5484.971238802479
trans,2485,942,5483.151669616604
pump,2007,557,5483.002978884977
secrete,2385,859,5482.485403964612
neutralize,1798,406,5480.576901907747
adduct,1495,219,5479.822649849323
stromal,1833,431,5477.731426626125
physiology,2868,1269,5473.636715714118
latino,1615,289,5471.746377473581
myocardial-infarction,1975,536,5471.482289210824
slow,2977,1362,5471.117065690494
asian,2231,737,5470.22693459827
enter,3362,1682,5469.1876278139125
optimization,2398,876,5465.3749610570285
hemoglobin,1814,422,5459.232322257026
drink,1697,343,5458.866315048838
permeability,1911,492,5457.866113922102
beam,1780,399,5456.6674718801805
mammary,1630,301,5456.253321340762
biomedical,3310,1647,5454.1988358957715
xenograft,1680,333,5453.888916735187
disrupt,3123,1495,5448.459048694775
gait,1392,171,5446.675206410229
pten,1403,177,5441.332356605449
subscale,1689,342,5438.063509467354
appl,2589,1049,5434.08402760433
verbal,1884,479,5431.203382225451
poly,1781,406,5428.75832163387
latency,1692,348,5418.295763408938
tinnitus,922,24,5418.087923484641
glycan,1239,108,5417.371030771062
nafld,1014,41,5415.705933945739
selectivity,2085,638,5413.007479997757
utility,3087,1482,5412.613474392963
apnea,1295,131,5412.2033642958895
multivariable,1911,504,5411.815692854518
analog,2132,676,5411.680894847694
absolute,2863,1293,5410.453199993062
situation,2926,1347,5409.792929486503
detector,1838,451,5409.303110482462
fatigue,1800,424,5408.588673334974
suicidal,1379,170,5403.896268144186
hsp90,1180,88,5401.058388609021
cdna,2340,852,5398.189087797648
proceedings,2615,1086,5398.009670401715
disruption,2912,1342,5394.738069845277
phthalate,1019,43,5393.8776163942575
vaginal,1547,262,5393.0901955083145
desire,2884,1319,5392.721771728935
bevacizumab,1211,100,5388.144387614686
droplet,1479,224,5387.788296184699
glass,2491,984,5387.731697024211
zhao,3114,1517,5387.266588770493
narrative,1524,250,5384.359090375053
nutrient,2002,582,5381.445054358607
c_terminal,2106,665,5380.235896899195
williams,3578,1903,5378.8720656301775
her2,1323,147,5376.7677238648175
pellet,2019,597,5375.7648227643895
rise,3255,1642,5373.4667870704925
zhou,3127,1537,5368.8000746420685
cardiol,1875,489,5366.517095518468
stenosis,1422,197,5362.790323009054
mtdna,1077,59,5360.1939937437855
hepatitis,1657,337,5359.437270678854
diabetes-mellitus,2042,621,5356.521019025504
stabilize,2605,1096,5353.489841930795
behaviour,2131,694,5353.142280190875
bleeding,1609,308,5348.967898328168
arabidopsis,1174,90,5347.212247083065
adjuvant,1854,479,5344.719251935237
restriction,2518,1026,5340.884261182722
gastrointestinal,2148,712,5340.845258305058
occupational,1784,430,5335.444001407117
aggregation,2026,615,5334.2202947109745
chicago,2378,910,5329.241490677224
folding,1655,342,5328.593906553269
empirical,2442,966,5326.834981353922
rna_seq,1466,227,5320.927517025132
statin,1405,194,5320.238727803391
fertility,1413,199,5314.575763475003
stop,2806,1289,5311.4295225657015
nsclc,1280,135,5311.01460733392
pilot,2698,1196,5309.0353819383745
removal,2820,1303,5307.466624486851
feeding,1734,401,5306.982451735316
excess,2714,1212,5304.452678062789
hepatocellular,1583,300,5304.193663301015
prognosis,2456,989,5299.582855201362
differentially,2575,1093,5298.895389521904
fibril,1227,114,5298.5620657129075
germ,1459,227,5295.520632564576
translational,3063,1519,5295.000252049649
socioeconomic,2162,740,5292.261978623293
bayesian,1693,376,5290.482444368676
anemia,1643,342,5289.9575761130045
necrosis,2247,813,5288.929797965439
operation,2214,785,5288.8501869153215
update,3410,1815,5287.764900582143
deep,2401,946,5287.631953650191
circle,2528,1058,5284.453661183519
technologies,2572,1097,5283.326474927345
redox,1686,373,5282.114114025368
classifier,1383,188,5280.381098004351
visualize,2974,1450,5279.403476280215
modality,2257,825,5279.397347566175
ventilation,1411,203,5278.972834501913
resistant,2441,985,5277.108313459404
adaptation,2428,974,5276.271350090961
silencing,1861,504,5270.219259237183
chromatography,2116,711,5264.2535924609465
machine,2098,696,5264.2077776154665
kinetics,2380,937,5264.135546467525
depict,2800,1307,5261.242635022732
intensive,2317,884,5259.7009328172135
theoretical,2629,1158,5258.145337127565
serotonin,1612,328,5257.5240272386645
intrinsic,2608,1140,5257.001408668972
elegan,1443,224,5256.64537619643
resonance,1856,504,5256.05961587545
lose,3183,1642,5254.606692241284
optimize,3212,1667,5253.945673227241
antiviral,1587,313,5250.27487705623
forward,2785,1300,5248.013330557069
endocrinol,2104,707,5246.269873593198
remodeling,2105,708,5245.788082354725
bilateral,1945,578,5241.640934545342
endometrial,1288,147,5234.525191487442
labor,1689,386,5233.649527339995
null,2233,822,5231.393229793067
annotation,1748,430,5227.778091064821
break,2463,1025,5226.62651130658
real,2675,1213,5226.021859192962
build,3022,1519,5224.123657098936
vein,2024,648,5223.163229989139
mobility,1965,600,5222.13543542175
mg_ml,2244,835,5221.952295732796
cross_sectional,2621,1167,5221.853180612658
mucosal,1668,375,5216.80162929867
arise,3268,1736,5213.002635706278
fate,2064,685,5211.7777148496325
mapk,1639,356,5211.322129478714
neuropathy,1459,241,5208.203982107077
novo,2055,681,5201.087113421855
antimicrobial,1605,335,5200.8009257917465
jones,3287,1759,5200.047791201792
insertion,2000,637,5195.470569691783
placement,2002,639,5194.3901730531215
hela,1450,238,5194.239686782541
adulthood,2043,675,5188.795565821508
microrna,1539,294,5187.853841369156
recombination,1740,434,5187.741106992711
focal,2084,710,5187.576098277534
sigma,2484,1061,5185.443899681314
lancet,3184,1679,5185.307286156197
pathological,2461,1041,5184.263532507394
progressive,2462,1042,5184.006201973877
causal,2256,861,5180.701943594171
salmonella,1256,139,5174.7589451529275
sort,2153,774,5173.51489288139
retrospective,2619,1187,5173.364509472165
docking,1437,235,5165.899215555588
polarization,1598,338,5163.871553806188
withdrawal,1792,480,5162.248155036884
ensemble,1548,305,5161.331017578876
cover,3170,1680,5160.620101625778
dilution,2302,910,5158.92090476828
mater,1652,377,5157.973111906513
cytotoxicity,1855,531,5156.423115071696
granule,1525,291,5156.302051701007
invest,2961,1500,5155.943562403478
chest,1918,582,5155.650156972931
glioblastoma,1498,274,5155.182497376917
atrophy,1680,398,5154.328931024476
grid,1730,435,5153.944913139811
immunoblot,1649,376,5152.986149299437
neutral,2036,682,5150.011675321871
eosinophil,1150,98,5139.968081009605
functioning,1928,595,5139.939135234035
exosome,1100,80,5139.72613631859
offspring,1653,382,5139.316400484377
depth,2099,740,5138.047129107443
expectation,2247,870,5136.668354544899
connect,2928,1485,5127.908555522714
architecture,2378,991,5126.469585677423
veteran,1395,217,5126.077583694246
deposition,1886,566,5122.207886137248
plane,1912,588,5119.911521697146
persistent,2598,1194,5116.606799517388
preschool,1363,201,5112.8856441052885
technical,3242,1775,5099.501431244682
jama,2898,1473,5098.88182242282
determination,3071,1627,5097.896339754181
microenvironment,1874,564,5096.250591036072
dendrite,1332,187,5092.7639029865395
manage,2602,1209,5091.999745668088
striatum,1467,266,5091.969662610533
housing,1609,362,5089.042912304984
adjacent,2618,1226,5086.755213027529
dominant,2452,1075,5086.499907647627
vision,1898,587,5085.653268879741
minor,2701,1302,5085.572765771409
frequent,2847,1434,5085.544624128918
solve,2156,809,5085.370186363218
margin,1641,387,5080.667685964157
false,2177,830,5079.113504668874
transduction,2169,823,5078.8192164981965
tone,1654,397,5078.72056319485
stay,2147,806,5072.118311915833
indirect,2302,945,5072.042669751766
camp,1546,322,5070.807948474658
shock,1840,545,5066.843228188852
referral,1853,556,5065.614005348326
idea,2742,1349,5065.53264290464
gynecol,1619,375,5063.550262490736
coating,1403,232,5061.697898958698
generalize,2565,1190,5060.22264881151
broad,3310,1856,5058.759149608019
aortic-valve,1091,83,5057.509786890009
rehabilitation,1726,457,5056.871994478165
capital,1374,216,5055.257255976365
cystic,1388,225,5050.105499040525
storage,2075,751,5048.681023956884
description,3150,1724,5046.622840962412
centre,2259,917,5045.244880577032
braf,1184,121,5042.317843468435
ocular,1432,253,5042.237326820846
portion,2998,1594,5038.148237041548
summarize,3504,2034,5034.355754788661
davis,2910,1518,5032.425908965815
familial,1873,583,5031.473153368544
gwas,1270,163,5030.158519306341
centrifuge,2156,830,5030.118840636699
subjective,1840,556,5030.075428948149
draw,3101,1690,5029.887531885402
ethnicity,2173,846,5028.29066710411
gate,1806,529,5027.030814458918
follicle,1255,156,5025.8344111264905
comprise,3516,2049,5025.762637301909
voltage,1717,460,5019.269100255247
consensus,2731,1363,5017.014980318478
positively,2760,1390,5016.150723449556
mask,1891,603,5016.043423319434
minimal,3373,1935,5014.444595800424
drop,2515,1166,5012.8239923716565
localized,2522,1174,5009.5316747556935
linkage,2081,771,5008.585275624684
yellow,2273,945,5008.146389376961
suppressor,1929,638,5008.005481494328
suspension,1998,698,5007.559103636053
ifn_,1210,137,5002.774057653815
lifestyle,1870,590,5001.095094579201
stock,2190,873,4998.826952226811
stiffness,1426,257,4998.741547975563
retrieve,2008,710,4998.393860528449
targeting,2465,1127,4997.024401022457
synthase,1846,572,4994.105541924622
cyclin,1317,193,4993.820027742843
house,2317,992,4992.629507369584
surgeon,1712,464,4989.830104584361
detailed,3572,2119,4985.816825038928
initiative,2254,937,4985.446017536892
facial,1477,293,4983.888853479259
virulence,1417,254,4983.8308442071175
pittsburgh,1772,514,4983.363128034241
situ,2154,847,4981.780345379964
client,1429,262,4981.7232639827935
oxidize,1625,399,4981.508225733311
heavy,2035,740,4981.384424837373
norm,1777,521,4973.38745492715
allergen,1049,75,4969.130651398949
chemokine,1731,485,4968.58632165087
immunotherapy,1507,317,4966.473971976947
distinguish,3172,1790,4962.701979902082
psychosis,1335,208,4962.1507590568435
haplotype,1345,214,4961.071404657893
alveolar,1331,207,4953.697361860225
allergic,1295,187,4951.298239014692
raman,1245,161,4946.510216414822
geometry,1793,543,4944.010347528027
harvest,2275,975,4941.453492930973
dark,2301,1000,4939.670970964047
driver,1902,638,4937.9089817533495
fitness,1504,321,4937.72798120121
n_terminal,1956,686,4936.215023625883
obstructive,1564,365,4933.806265810821
comparative,3027,1679,4929.6247346717355
dust,1139,113,4928.586401622809
dual,2472,1166,4927.117657710829
package,2389,1088,4927.0939375621765
cytochrome,1582,380,4926.875893937639
sustained,2302,1007,4925.759857804232
pharmacological,2270,978,4923.619263769949
biosynthesis,1664,444,4923.244148968421
salivary,1235,159,4922.216911674312
mexican,1322,207,4920.201286535851
availability,2921,1589,4917.92638450739
aunp,790,17,4914.820361125853
carolina,2077,803,4914.494020380876
spinal,1500,324,4910.642136938588
pathogenic,1981,718,4908.988070683635
restore,2249,965,4908.165511088826
answer,2459,1165,4903.316264494486
immunology,2108,838,4897.910258585029
quantity,2258,979,4895.283706630075
cascade,2167,894,4894.817791084919
phenotypic,2172,899,4893.997979715656
aqueous,1832,592,4893.268895738378
hill,2449,1161,4891.79903090568
extensive,3312,1957,4886.3160546487925
pharmacokinetic,1706,489,4882.815021309069
neuropsychological,1491,324,4881.178284116957
adapt,2771,1470,4881.08119924805
rapidly,3348,1997,4871.686876243498
interneuron,1226,162,4863.429949957632
special,2628,1347,4858.829739812211
pbmc,1263,183,4856.258728709288
interference,1977,735,4852.8122902627165
aneurysm,1135,119,4852.557942692906
spend,1945,707,4849.807463944282
cdcl3,1012,71,4849.326964137261
outer,1899,667,4845.706584660117
soft,1846,620,4845.353963551482
kinetic,1733,523,4843.602384519978
immediately,3160,1848,4843.160374763905
wilson,2659,1385,4842.170678457202
martin,2984,1690,4840.1110593827925
extension,2394,1138,4829.840717801878
partially,3159,1855,4829.684425624425
insert,2234,985,4829.602610515488
consideration,3308,1988,4828.4247899906795
coordination,1890,666,4825.576860068788
avoidance,1548,379,4825.067602299553
putative,2245,998,4823.947485919297
disc,1327,226,4822.278111900435
