word,tf,df,tfidf
hypoxia,2036,399,5794.963059232328
session,2284,545,5788.625943997935
diameter,2952,968,5785.8561670959425
regional,3039,1024,5785.461781858436
cleavage,2415,627,5782.147374120277
ultrasound,1956,358,5779.349145527192
errors,3793,1498,5777.969068333212
raman,1457,131,5769.739145654504
agonist,2174,484,5767.8949608037765
girls,1802,280,5767.158390611705
platelet,1975,371,5765.041592086896
prepared,4102,1686,5763.705125569596
alterations,3383,1251,5762.9809376660605
donors,2037,406,5762.382328375024
abnormalities,3027,1026,5756.710574624331
antibiotic,1951,360,5753.706649249389
participation,2994,1006,5752.890500335194
capacity,3735,1473,5752.475366297457
vectors,2318,575,5750.588100205106
abundance,2495,687,5745.676047747146
angiogenesis,2128,462,5744.845778455247
researchers,3332,1227,5740.646219151995
spine,1748,258,5737.374536041844
circulating,2624,772,5736.656797389563
lineage,2308,573,5733.821515959104
expansion,3038,1042,5730.619627223667
trans,3145,1112,5727.972739944457
epidemiology,3470,1320,5724.887364850352
coupling,2520,709,5723.814441572548
microbiol,2236,532,5720.955754584992
gradient,2897,955,5717.226959862197
biochem,3625,1420,5715.893884874345
cervical,1985,386,5715.555591985532
lipids,2207,516,5714.15186188884
optimal,4117,1717,5709.770973590157
disparities,2230,532,5705.604352739057
appendix,2258,551,5698.008027886237
neighborhood,1756,268,5696.85643641708
dorsal,2088,449,5696.455658524796
coefficient,3112,1102,5695.982210936232
glutamate,2015,408,5690.245727858758
administered,3815,1547,5688.689993942261
entry,2917,981,5678.343057955991
bile,1442,134,5677.688497074406
lifetime,2409,652,5673.594657285489
european,3464,1338,5668.071228388579
nutrition,2462,688,5666.1000425491
bind,2982,1028,5665.322932629261
rank,2843,939,5658.69294080792
plasticity,2256,560,5656.409421933126
catalytic,2186,517,5655.548349894278
multivariate,2645,810,5655.476091313671
framework,3321,1253,5652.0580836186045
gain,3379,1291,5649.8166480501595
china,2274,574,5645.389347141449
astrocytes,1672,235,5644.0449155973265
physiological,3732,1515,5642.93233102936
units,3328,1262,5640.15269563344
transfection,2109,474,5639.472626412652
traumatic,1957,387,5629.869753131343
perfusion,2020,424,5626.66355703291
translation,2743,884,5625.216579015547
mesenchymal,1933,375,5621.713818061884
inhibits,3345,1281,5618.978371111809
eating,1878,345,5618.348835576269
saline,2653,827,5617.477504202981
bottom,3567,1424,5614.405820825971
recorded,4035,1710,5612.530920165402
gamma,2516,740,5607.057658104144
washington,3664,1488,5606.001517665142
encoding,2943,1023,5605.578298367784
phenotypes,2899,995,5602.2239391394405
shrna,1563,191,5600.130586670092
fracture,1516,171,5599.41711125673
firing,1558,189,5598.616052925731
communities,2310,609,5598.035972654189
sperm,1365,114,5595.151400842998
rabbit,2485,724,5592.291392126762
angle,2347,635,5589.581085818474
impaired,3568,1435,5588.523916958279
pulse,2128,498,5585.170902768725
benefits,3366,1308,5584.045665923624
asked,3167,1179,5582.751379422323
prognostic,2532,759,5578.524393631744
stimulated,2774,920,5578.061265504669
urban,2411,680,5576.926691505886
eyes,1726,272,5573.95889385733
gait,1428,139,5570.251765601694
near,3899,1647,5569.720460863672
transcripts,2214,557,5562.996525353291
predictive,3263,1251,5558.559503282399
peaks,2251,582,5557.133775864403
chains,2183,540,5552.7690105228985
technique,3457,1379,5552.275897355319
abnormal,3109,1153,5549.838416015155
altered,3981,1705,5549.076384380914
nucleic,2678,866,5547.009836562235
bdnf,1356,115,5546.417422667941
interleukin,2335,639,5546.33953168411
urine,1970,412,5543.9486151996925
maintenance,3451,1379,5542.639317840094
trpv,1044,34,5542.439336366038
circulation,2878,1003,5538.594946670804
hydrogels,1252,83,5529.2950595461025
strand,2125,510,5526.699443134655
homeostasis,2653,856,5526.040052196792
acquired,3752,1577,5522.684649382351
somatic,2152,528,5522.27771526925
frequencies,2565,802,5509.881260120785
walking,1717,278,5507.430913904421
achievement,1651,245,5504.35516990007
pathogenesis,3064,1140,5504.252089852286
matched,3278,1282,5503.872882229434
implementation,2843,993,5499.726070316586
scheme,2496,759,5499.2088809260795
synthetic,2705,900,5498.766469419106
nanoparticle,1563,204,5497.212404328465
settings,3436,1388,5496.195784444465
seizures,1599,221,5495.839371671996
logistic,2561,804,5494.910269076405
sham,1533,191,5492.642475601569
latino,1716,280,5491.922196609149
hydrophobic,2034,462,5491.079094632505
preoperative,1663,253,5490.928281319518
graph,2299,631,5489.792677981496
adolescence,1920,394,5489.010344383023
loading,2638,858,5488.639588696629
elderly,2294,629,5485.1357007746155
physician,2487,758,5482.658843040017
subtypes,2439,726,5482.043834719041
pharmacol,2931,1061,5475.821185721867
relaxation,1835,348,5473.819650437447
count,2746,938,5468.550573250503
ages,2697,905,5467.562077343353
agent,2970,1092,5463.149592856946
student,2266,617,5461.8337024932225
timing,2801,979,5458.24937799516
surveillance,2521,789,5456.563684044726
curves,2790,974,5451.099656460142
cognition,2110,519,5450.776884851208
downstream,3123,1203,5442.2545630340355
amygdala,1579,219,5441.453060745345
sessions,2046,481,5441.016174020343
traits,1951,423,5439.0724932893545
challenge,3663,1557,5438.435190973631
categories,3205,1264,5426.62231410811
distal,2295,647,5422.773268229523
tgfβ,1339,120,5419.895367261059
conventional,3019,1145,5410.200603433093
team,2614,868,5408.415009895779
reads,1717,295,5405.519679275774
vessels,2112,532,5403.693449769008
carbon,2291,650,5402.72348887417
technologies,3427,1421,5401.275287988077
gwas,1412,150,5400.3001394297835
express,3307,1343,5398.840426434803
fibers,1890,395,5398.453680662013
solvent,2119,538,5397.838683521389
poly,2159,564,5397.837262066464
tool,3807,1665,5396.917643177026
coding,2890,1063,5393.7806465809945
incubation,2807,1007,5390.786155644099
live,2902,1073,5389.004484438906
north,3447,1440,5387.013209061173
presentation,3030,1162,5385.256954544272
maltreatment,1127,58,5381.162919663617
personal,2711,945,5378.693228557815
nuclei,2419,748,5364.876307883176
coefficients,2604,876,5363.83474658293
epithelium,1920,421,5361.7490495648835
pairs,2732,966,5360.3113916616985
mesh,1704,296,5358.826119915413
boston,2866,1060,5357.087868615166
frailty,1195,78,5351.809456184526
neutrophils,1723,308,5350.10570282976
biofilm,1191,77,5349.263404796195
vessel,1926,428,5346.744078326499
discharge,1881,401,5344.3894373885
ischemia,1887,406,5338.05373276567
english,2296,673,5334.675947708458
isolation,3059,1202,5333.269678272382
heat,2392,740,5330.716183698375
reverse,3310,1373,5330.612861636158
monocytes,1816,365,5330.528607908185
bowel,1725,313,5328.537546138793
germ,1590,241,5327.157512975764
beads,1879,404,5324.701905535826
modification,3265,1347,5320.563312883421
tools,3342,1399,5319.453008233355
surfaces,2120,559,5319.209299879063
emission,2245,644,5315.063850821611
reproductive,1954,453,5313.548032805786
heme,1382,147,5313.483025855561
degeneration,1829,377,5309.523490199211
delay,2524,839,5307.971387164938
liquid,2742,992,5307.106331191817
rice,1717,314,5298.348609306774
morphology,2625,914,5295.622217051096
datasets,2194,615,5295.412501711517
shear,1467,186,5295.083379857955
gray,2995,1173,5294.832391956795
peer,1946,453,5291.793486100338
subset,3677,1631,5288.488863055396
smad,1364,143,5281.906996763307
distributions,2628,923,5275.923470235736
output,2438,790,5273.8267893789725
fibroblasts,2004,495,5271.828012995184
window,2388,756,5270.719780913125
conformation,2026,510,5269.220269078029
electrode,1592,251,5269.133979055434
diversity,2793,1047,5255.102824052397
partial,3399,1466,5251.174858558264
knockout,2300,701,5250.2159262478535
engagement,2132,586,5248.750917153651
texas,2450,807,5247.622648715649
radiotherapy,1672,298,5246.931585809325
modulation,2984,1186,5242.496750173558
velocity,1783,364,5238.554910716766
housing,1618,270,5237.12380054913
gestational,1505,212,5235.329404433079
objective,3743,1698,5232.729334295445
nucleotide,2488,840,5229.299726704909
identity,2546,882,5226.984865895486
suicidal,1312,128,5225.93242206475
stages,3377,1463,5224.104393548677
vaginal,1480,202,5219.875294069072
ratios,3149,1310,5219.240921479547
barriers,2351,747,5217.210549827026
implantation,1674,305,5214.3404021328815
clustering,2212,651,5213.022217059615
true,3536,1579,5200.265957108276
motif,2153,614,5199.959047967991
issues,3642,1649,5198.176125902562
signalling,2182,635,5196.6194841311935
kinases,2040,538,5196.597883144706
alleles,1936,470,5193.276960706535
constructs,2268,697,5190.148019985291
lymphocytes,2031,534,5188.828502773614
cultural,1884,438,5186.6360863939235
mode,2931,1172,5184.187179528028
back,3377,1482,5180.5295954178155
array,2759,1052,5177.986552140997
biochemistry,2878,1138,5175.170239358152
challenges,3538,1593,5171.9763119818035
africa,1659,305,5167.616921827032
elisa,1863,429,5167.502853843306
tomography,2166,633,5165.346929932137
ablation,1784,380,5164.749952323489
service,3512,1580,5162.746545802493
infectious,2407,805,5161.494224292986
letter,1670,313,5158.642146116977
remodeling,2194,656,5153.814986335686
phosphatase,2012,531,5151.62226615337
leptin,1303,132,5149.98832902427
physicians,2291,728,5143.087470835825
conditioning,1627,292,5138.808988090982
correct,2767,1075,5133.157225424142
cigarette,1617,288,5129.528223365011
user,2040,556,5129.462025603558
face,2633,981,5125.4978647919515
driven,3617,1669,5118.888863188161
staff,2412,823,5118.877282324695
difficile,1043,51,5114.230378670176
nervous,2563,936,5109.583952158998
label,2365,794,5103.9703607161
adjuvant,1806,408,5100.041580403433
modifications,2718,1054,5095.876912541646
object,1695,340,5095.618914061333
cessation,1639,307,5094.60649165003
exhibited,3137,1355,5093.40175210886
irradiation,1742,370,5089.614391880981
untreated,2295,749,5086.802046937071
cytoplasmic,2171,660,5086.589234785299
inhibit,2986,1252,5084.300755244086
height,2206,686,5083.358236079683
just,3563,1650,5083.260472189603
hour,2802,1122,5078.183341983222
computer,2762,1093,5078.017030296621
rnas,1716,357,5075.0265541137205
located,3464,1588,5074.690102912684
biophys,2709,1056,5073.867601368869
vision,1877,461,5071.301913592791
experienced,3121,1354,5069.727463808829
mucosal,1595,287,5065.28655540763
naïve,1741,375,5063.323206024697
retention,2295,757,5062.419347470145
coupled,3132,1365,5062.2539679330375
accessed,2415,845,5061.535314681205
transformation,2518,921,5060.551576215319
pair,2597,980,5058.067545522633
proximal,2199,689,5057.632254638302
fast,2989,1267,5053.8110139120845
dual,2894,1200,5050.416719107871
alzheimer,1567,274,5049.003053851525
focal,2096,619,5045.292480293022
clinically,3594,1692,5037.148861051534
progenitors,1599,295,5034.02793661151
healing,1699,356,5029.5152660476915
edge,2067,605,5022.772805643927
antigens,1785,414,5014.679914362217
coated,2104,634,5014.171815413325
correction,2464,899,5011.597185530249
provider,1850,458,5010.431367167326
braf,1187,101,5009.246766878701
sources,3422,1591,5006.702313686614
magnitude,3027,1315,5005.503257171089
overweight,1556,276,5002.243734405441
foxp,1287,141,5001.861887818983
sensor,1754,397,5001.134916941484
cysteine,1744,391,4999.181064015697
externalizing,1187,102,4997.552091000847
extracted,3113,1380,4997.522057001474
synapses,1462,226,4992.255528940819
maturation,2196,708,4990.994948454936
subunits,1867,475,4988.429196528183
exon,1706,371,4979.8283322026555
specimens,2110,649,4979.131046085603
loaded,2221,731,4976.810145693688
exhibit,3371,1571,4974.729064451953
recommendations,2788,1154,4974.408194269778
cohorts,2284,780,4969.793386451357
solutions,2622,1034,4966.121511337969
overnight,2716,1105,4963.788351818439
annual,3214,1467,4963.173493264847
rare,2847,1203,4961.286820671758
executive,1736,396,4954.190294183084
delayed,2529,969,4954.174059134739
exosomes,1041,59,4952.737613568464
carotid,1359,180,4949.822659759704
rejection,1540,278,4939.68759895912
attachment,1853,478,4939.356301862893
parallel,3050,1361,4938.668156088507
conjugated,2318,817,4936.346432887877
salt,2135,681,4935.368816293626
direction,2821,1195,4934.800687021013
medicaid,1494,253,4932.920536555237
nano,1715,388,4929.261787730003
limb,1646,344,4929.060255154481
recipients,1592,311,4927.904741963893
soluble,2209,739,4925.8768068594
relapse,1768,424,4924.7233509080115
fields,2396,880,4924.471380635647
recombination,1665,357,4924.195345337614
consider,3394,1611,4923.336673173276
origin,2783,1173,4920.039581574544
anal,2014,598,4917.422095362908
clearance,2046,622,4915.04517891237
localized,2621,1054,4914.0152272890555
flag,1359,185,4912.587453838057
bladder,1545,286,4911.892818644349
elegans,1372,192,4908.6251057250165
hearing,1483,251,4908.370408881412
formed,2909,1274,4902.519162490537
aggregation,1849,485,4901.812847971499
steps,3241,1515,4900.520815880535
prenatal,1526,277,4900.280453109525
replacement,2230,764,4898.513164129583
validity,2547,1005,4896.525087156321
stromal,1712,394,4894.367557074862
differentiated,2120,684,4891.375397608067
null,2212,753,4891.053261731605
microbiome,1235,131,4890.616228471731
phage,1146,97,4882.532409994172
underwent,2562,1023,4879.881617539335
depth,2330,848,4875.128498942198
agreement,3050,1391,4872.168428808977
potent,2527,1000,4870.679251691298
medial,1774,442,4867.679631734261
adjustment,2363,876,4867.412252755555
gaba,1326,175,4866.982873396005
acta,3104,1434,4863.929021534047
know,2498,988,4844.940359258726
shared,2748,1180,4841.813170569639
atherosclerosis,1646,363,4840.56935799115
axons,1380,206,4840.121326926825
construct,2624,1088,4836.331231115286
escherichia,1624,350,4835.098350109346
consequences,3221,1532,4834.33806614401
sepsis,1421,229,4833.5151018161
employed,3382,1646,4833.240152768371
counts,2285,829,4832.7528549883
efficient,3262,1562,4832.614290708669
deviation,3246,1551,4831.850505382596
ubiquitin,1585,326,4831.576235441354
beam,1624,351,4830.464966081919
paclitaxel,1286,161,4827.3946429020025
simulated,1842,500,4827.149556775579
extraction,2362,892,4822.600110020601
reliability,2365,895,4820.784652845544
microscope,2387,912,4820.714720458756
onto,2927,1324,4820.176947418213
transporter,1725,421,4817.19641171845
placed,3315,1607,4816.980414626609
bypass,1552,309,4814.100977861369
electrical,1819,488,4811.064110158107
splicing,1563,319,4798.440261054263
phosphorylated,1829,499,4796.743388912096
poverty,1517,291,4796.582877079272
locations,2338,884,4794.661451599835
planning,2097,699,4792.818735839299
displayed,2903,1319,4791.637545678493
respect,3227,1557,4791.10847973571
egfp,1274,160,4790.286690100157
infarction,1863,526,4787.740934475849
proteomics,1652,380,4782.604776478926
place,3438,1710,4782.126717107472
original,3341,1643,4780.741625739216
candidate,2497,1013,4780.603781660274
efforts,3282,1602,4779.256066869452
inflammasome,1135,102,4778.619733181096
accurate,3202,1546,4776.693118922551
similarity,2132,732,4774.464652766326
translocation,1847,519,4771.367254180181
relation,3053,1440,4771.265253050119
assigned,2888,1317,4771.2612244273005
intervals,2882,1314,4767.921040633501
separation,2244,821,4767.798422850972
heavy,2038,665,4759.592936090788
video,1746,450,4759.531190050921
predictor,2597,1102,4753.363046851348
directed,2979,1394,4752.332781711651
basic,3419,1712,4751.70194890446
binds,2490,1020,4750.054867890579
engl,3156,1526,4749.165374742939
carried,3171,1538,4746.89920642085
lett,2644,1147,4733.567336237801
undergoing,2372,935,4731.342852338459
positions,2211,810,4727.507613570709
chinese,1739,455,4721.233784756152
occupational,1558,332,4720.857620816765
smooth,1986,638,4720.468150114132
consent,3288,1636,4718.9407120966
trend,2831,1299,4716.050925438575
boys,1433,256,4714.61731649143
america,2544,1079,4710.013747944754
monoclonal,2077,712,4708.834311027645
mobility,1770,481,4707.037452598244
amplification,2067,706,4703.655332495146
enhancer,1502,300,4703.404839489851
integration,2497,1045,4702.945433265154
synuclein,1053,79,4702.448029590514
filter,2241,844,4699.506908681688
utilization,2111,742,4698.793036468556
sizes,2723,1224,4698.076314611526
reviewed,3343,1686,4697.2370148169575
anderson,2893,1355,4697.2302419033895
quantified,2800,1284,4696.929942359718
minority,1985,645,4696.430891533612
nitric,1598,364,4695.014440451706
scans,1931,606,4689.106152235514
arrest,1786,498,4687.554150538037
dark,2316,908,4687.505453005439
devices,1994,655,4687.047004689506
inhibited,2333,923,4683.687007633171
conditional,1876,567,4680.340776040572
stiffness,1336,207,4679.328871652693
cisplatin,1352,216,4677.828139684861
transfusion,1250,163,4676.825328571661
principal,2207,826,4675.784828145852
enhancement,2170,797,4674.952053176312
complement,1854,553,4671.806464810817
towards,3206,1602,4668.5846893307325
miller,3176,1581,4666.806861619871
residual,2338,934,4666.026151467611
representation,2424,1004,4662.474708111698
atpase,1329,206,4661.247277888224
glioma,1336,210,4660.105518416688
harvard,2247,864,4659.4639003505
optimization,2018,683,4658.988089060283
country,1713,453,4658.192313304151
bevacizumab,1085,94,4656.728514312585
sectional,2394,983,4655.375616379518
recommended,2623,1165,4655.127538173433
mature,2183,815,4654.204790973908
probes,2068,724,4653.86663940368
goal,3282,1666,4650.691281556229
striatum,1320,203,4649.045919701442
plot,2339,942,4648.072937276196
colleagues,2497,1070,4643.9119509117245
spleen,1573,359,4643.319942251553
arch,2888,1377,4642.59852273354
receive,2658,1199,4640.781106356022
awareness,1820,537,4639.566511862513
apnea,1059,86,4639.3340942878085
dominant,2363,967,4633.871280882113
endometrial,1190,140,4633.345968855197
ocular,1305,199,4622.186858816177
path,1978,665,4619.467530710293
nacl,1988,673,4619.048686430494
risks,2456,1048,4618.683846611303
cold,2321,940,4617.236295676496
city,2492,1078,4616.0504987903105
classes,2205,848,4613.587270458174
scales,2160,812,4613.133866765213
take,3283,1687,4610.984600210798
mexican,1254,174,4609.898576219752
circadian,1190,143,4608.1153417509795
precursor,2114,777,4608.034019508682
dogs,1196,146,4606.518194979083
paddy,705,10,4605.500886322383
suppl,3244,1662,4604.642235878776
interviews,1759,502,4602.617595047385
bleeding,1446,285,4602.214975789808
ventral,1559,359,4601.993509199092
subsets,1913,620,4601.704255500537
pediatrics,2199,849,4598.441658898684
disclosure,2019,705,4597.28856225983
segments,1815,546,4596.653550573324
lobe,1557,359,4596.0897330487405
classroom,1094,103,4595.326734125294
traditional,2590,1166,4594.339090591962
cenp,692,9,4593.486233338887
controlling,2955,1453,4591.552284277204
ensemble,1346,227,4590.210560561899
ratings,1513,331,4589.068329578274
clinicians,2120,789,4588.621582774621
conversion,2154,817,4587.096728404006
registration,1552,358,4585.659444712783
zero,2389,1008,4585.654478913305
chromatography,1945,651,4583.78309773099
park,3126,1586,4583.466432153025
cues,1714,474,4583.241385334891
resting,1692,458,4582.513444998442
code,2234,884,4581.383097893085
diverse,3288,1706,4581.182682693791
injuries,1501,325,4580.129307282865
attitudes,1624,410,4578.142565640358
hazard,1586,384,4574.924706967114
seizure,1192,148,4574.8938423607715
erbb,1155,131,4573.8151772346955
tail,1911,630,4566.316621216239
metabolite,1534,351,4562.766784464078
intact,2316,960,4558.529947032317
metab,2049,743,4558.030044421034
glial,1483,318,4557.494916950845
incident,1609,405,4555.599345061101
standardized,2574,1172,4552.745752338841
antagonist,1778,531,4552.477330626587
acculturation,1004,74,4549.269951941761
aunp,685,9,4547.0203321345925
polymerase,1992,702,4544.303902799455
deep,2133,818,4539.766555021847
regulating,2532,1144,4539.684306646049
element,2170,849,4537.798271855454
enhance,3165,1639,4536.612520772628
mscs,1004,75,4535.793239528292
cxcl,1228,171,4535.675601994238
existing,3100,1591,4535.586549511544
codes,1922,649,4535.4928296571225
discussed,3144,1624,4535.417892611119
admission,1478,320,4532.862633512332
link,3028,1538,4532.832165576264
embryo,1369,251,4531.058051084729
precision,1966,687,4527.454553054465
sustained,2306,965,4526.867927521693
overlap,2302,963,4523.791533395453
nlrp,989,71,4522.232750169926
prison,911,48,4522.212611460898
glass,2066,770,4522.102014254604
obtain,3262,1718,4522.092205973083
hplc,1549,371,4521.54401323676
scaffolds,1282,202,4521.54062634902
biomedical,2644,1244,4518.921715324972
muscles,1399,272,4517.942347917963
plots,2186,870,4517.8439129058
coil,1438,297,4517.445831150681
sensing,1708,489,4513.984339915187
read,2275,945,4513.658094787543
radical,1616,421,4512.805450050443
qpcr,1514,349,4511.929751772959
intrinsic,2268,940,4511.801774491294
jones,3080,1589,4510.198915152316
taking,2894,1447,4508.7441609723655
protease,1937,671,4506.316849803197
enrolled,2325,990,4504.700335244935
environ,1555,380,4501.785973017391
gynecol,1436,299,4501.5252544326095
empirical,2095,802,4500.273387895923
academy,2434,1083,4497.351007357986
prognosis,2142,842,4496.98002266142
antimicrobial,1352,247,4496.511515752826
newborn,1442,304,4496.419543175848
purchased,2143,844,4493.995227713011
restriction,1874,626,4489.841813464923
confocal,1727,512,4484.821843304656
trajectories,1622,433,4483.974777243117
frame,2074,791,4483.806516489211
absorption,1691,485,4482.945119480694
perception,1851,610,4482.6620385254555
cycles,2121,831,4480.783598543132
copy,1715,504,4480.667645441519
start,2651,1269,4478.1381152626645
proceedings,2221,917,4473.322743916338
mapk,1495,345,4472.540739715933
plan,2013,745,4472.536231757763
trait,1518,361,4472.532743092777
display,2568,1205,4470.825386354615
list,2613,1242,4470.143241658953
primer,1797,572,4467.470435694875
evoked,1432,304,4465.2377155532695
acetylation,1273,206,4464.836557375252
represented,3026,1575,4457.902934935587
false,2048,781,4453.653122712382
axon,1294,220,4453.408295001378
morbidity,2304,995,4452.405641868669
pylori,915,53,4451.4004733524525
satisfaction,1451,320,4450.056617879833
biochemical,2460,1126,4449.607791212561
heparin,1279,212,4449.1603377208685
milk,1450,320,4446.9897284119625
enrollment,1790,574,4443.8201105467
situ,2008,752,4442.648072546217
asian,1833,609,4442.077895184038
external,2397,1078,4440.077466131772
hence,2565,1218,4438.078464486249
differentially,2160,881,4436.970129492289
resource,2243,951,4435.973027709247
transient,2348,1039,4435.8333175823
runx,1023,90,4435.115011580504
pediatr,1844,622,4429.786563985537
plane,1698,506,4429.528102851511
cumulative,1957,715,4428.549941338454
figs,1790,579,4428.295295103062
excitation,1716,521,4426.354083998803
panels,1924,690,4422.350298324041
capture,2601,1256,4420.4596263701
immigrant,1059,106,4417.905880355594
neutral,1772,568,4417.75378763889
activate,2309,1015,4416.116215182562
spontaneous,2005,760,4414.793520919347
bonds,1634,461,4414.761495370602
carolina,1862,642,4414.09846187183
intestine,1411,301,4413.749380669369
successful,2951,1542,4409.90035805495
metastases,1426,312,4409.487575368673
permeability,1564,410,4408.999367402414
fragment,1800,594,4406.996059742603
marriage,1146,147,4406.115446910617
rating,1584,426,4404.741449953238
immigrants,1058,107,4403.799763695912
superior,2146,883,4403.345774527042
schools,1343,259,4402.867565838395
decreases,3031,1608,4402.418426207219
junction,1563,411,4402.37276044936
eight,2878,1489,4401.470540360677
williams,2938,1537,4400.015551728706
module,1536,392,4399.025086269894
addiction,1521,382,4395.370369542482
repeat,2007,770,4392.9616372744385
throughput,1899,680,4392.610446772989
paired,2118,864,4391.964637713555
typical,2860,1481,4389.349677273397
cytotoxicity,1592,437,4386.4014115610535
kinetics,2000,767,4385.447324593671
folding,1421,314,4384.946635891046
polarization,1370,280,4384.576578877934
caregivers,1315,245,4384.147212851964
purification,1994,763,4382.717150164991
counseling,1545,403,4382.043178153395
adulthood,1727,544,4380.123121427673
outer,1720,539,4378.251215538761
plants,1297,235,4378.185559527352
subjective,1591,439,4376.381281486972
mast,1150,153,4375.488423612404
deaths,1842,639,4375.313669105837
redox,1439,329,4373.340753861257
rich,2401,1112,4372.929268237406
chamber,1724,544,4372.514337777248
reson,1287,230,4372.107796151533
assessments,2149,899,4370.910045334621
enhancers,1110,134,4370.4814367216295
transcript,1685,514,4369.183428982041
definition,2497,1195,4368.024571248306
profiling,2032,801,4367.478217722527
generalized,2004,778,4365.6818147293425
pixel,1410,311,4364.538747593649
blockade,1688,518,4363.877053730979
examples,2590,1275,4362.878325725353
minor,2307,1037,4362.82135028754
fractions,1748,567,4360.99982756872
stanford,1511,384,4358.582113636387
intensive,1972,754,4357.761284633899
concept,2680,1352,4357.332154923967
silencing,1600,452,4354.445254130976
psychosocial,1655,495,4353.730220312888
semantic,1124,143,4352.539196746303
rule,1928,719,4352.16907625819
segment,1834,641,4350.579966367434
algorithms,1870,671,4350.445280914806
recall,1679,515,4350.362142277597
stay,1589,445,4349.309392400085
slow,2235,982,4348.458812117013
equal,3097,1688,4347.911712009861
electronic,2082,852,4346.433036490002
inclusion,2743,1410,4344.54301244062
glioblastoma,1264,221,4344.428371352972
reviews,2612,1303,4343.196735640511
scattering,1372,290,4342.83212981786
diagnoses,1795,612,4341.168335167418
apoe,1038,105,4340.137617819818
tooth,1033,103,4339.097364123792
crispr,1102,134,4338.982471411924
lysates,1631,481,4337.388748693636
isoforms,1606,462,4335.630789567258
nutr,1570,435,4332.987159143389
physiology,2299,1044,4332.225703314245
lens,1330,265,4329.789248111566
zhou,2544,1253,4329.67051030585
behav,1857,668,4328.522692766667
chest,1616,472,4328.022068574914
extract,1850,663,4326.105625934723
transferred,2275,1027,4324.3501522483375
maintained,3065,1677,4323.0252711423045
voltage,1558,429,4321.508022698804
organs,1975,771,4320.356127949005
frequently,3089,1697,4320.254389949853
standards,2232,992,4320.007779438416
consensus,2356,1099,4318.6764238176675
decisions,2001,794,4318.412131836328
volumes,1913,719,4318.308839669045
neutrophil,1365,291,4315.976023212397
writing,1853,672,4308.136284180165
voxel,1335,273,4306.36112241964
axial,1544,423,4304.422311449905
verbal,1462,362,4303.493860187625
plaque,1242,215,4302.998964936244
chicago,1928,738,4301.882080114657
subtype,1701,548,4301.718735594045
toxin,1344,280,4301.365636505067
periods,2229,1000,4296.297606656076
microarray,1608,476,4293.026515967736
retrospective,2169,951,4289.623494026462
integrated,2781,1470,4288.8381320017315
projection,1504,397,4288.316371197259
shock,1558,439,4285.607816817537
concerns,2234,1010,4283.705843453508
colitis,1176,180,4283.290248622084
pore,1382,310,4282.317945667531
aqueous,1630,497,4281.391313234964
synthesized,2100,895,4280.612165317396
translational,2690,1400,4279.744130283394
interferon,1528,418,4277.985959580904
ther,2340,1105,4276.607048326638
antibiotics,1493,392,4275.875295443328
foods,1229,212,4275.229128271265
cytotoxic,1738,588,4272.844350400377
registry,1623,494,4272.831438130822
socioeconomic,1711,566,4271.710635523615
limit,2902,1577,4271.5434041864555
called,2789,1488,4267.23205042797
outside,2724,1435,4266.574873821287
causal,1862,695,4266.398026900895
cohen,2339,1109,4266.327758097801
nsclc,984,90,4266.034380640485
disruption,2227,1012,4265.877768969747
broad,2885,1568,4263.032548044534
terminus,1635,507,4261.953617219205
success,2281,1062,4259.314178307694
pelvic,1178,185,4258.298764254033
comorbidity,1466,377,4255.7470949327735
minimum,2584,1324,4255.325326999884
grown,2003,822,4253.310547421647
member,2387,1157,4252.73824595488
psychol,1637,512,4251.102117828443
qualitative,1984,807,4249.503402061979
absolute,2256,1045,4249.036803142246
inter,2195,992,4248.394747252385
classified,2412,1181,4247.75787768975
aunps,693,15,4246.122061955384
whose,2802,1510,4245.99818586205
parkinson’s,1262,238,4244.030014970682
michigan,1624,504,4242.917933642582
platform,2116,926,4241.175460601902
triple,1617,499,4240.75126291463
released,2067,885,4236.5703661622865
root,1725,590,4235.0266736684625
brains,1497,407,4231.116725497581
immunization,1229,220,4229.705405376116
persistent,2152,963,4229.0179756155585
utility,2384,1166,4228.92061466071
bayesian,1340,293,4227.7507252270125
reveals,2968,1654,4227.199489422789
calculations,1776,636,4226.901134975369
forces,1603,492,4226.680990716369
magn,1253,236,4224.3374592740165
contain,2828,1543,4224.258856759031
validated,2637,1385,4223.828053777474
nmda,1177,190,4223.2953827997435
fisher,2464,1238,4223.192537673771
forward,2236,1041,4219.943311329837
million,2284,1085,4215.9789515228895
facility,2019,852,4214.912728469411
seven,2779,1508,4214.828473052312
suppressor,1653,538,4210.772696489314
surveys,1711,587,4209.377636603387
describe,2953,1653,4207.621519334577
davis,2465,1247,4207.051286830695
progressive,2032,867,4206.588461347372
alignment,1711,588,4206.46529547471
fungal,1133,168,4204.842266667523
perform,2747,1487,4204.8178387592125
proteome,1287,262,4204.456490395154
minimal,2871,1589,4204.149703052694
done,2943,1647,4204.074715650625
obstructive,1341,299,4203.722399856636
preschool,1101,151,4203.541620160932
pregnant,1500,417,4203.1863627979355
adaptation,1781,649,4202.764167335762
endocrinol,1636,527,4201.264221140785
tris,1773,644,4197.5983106934145
knee,1129,167,4196.737599258243
phospho,1364,317,4196.08505286921
